ticker;name;isin;country;currency;gics_sector_name;industry_group;region_en;Weight in MSCI World;Annualized return 20Y;Annualized return 10Y;Annualized return 5Y;Annualized return 1Y;Volatility 20Y;Volatility 10Y;Volatility 5Y;Volatility 1Y;Sharpe 20Y;Sharpe 10Y;Sharpe 5Y;Sharpe 1Y;VaR 99% 20Y;VaR 99% 10Y;VaR 99% 5Y;VaR 99% 1Y;VaR 95% 20Y;VaR 95% 10Y;VaR 95% 5Y;VaR 95% 1Y;CVaR 95% 20Y;CVaR 95% 10Y;CVaR 95% 5Y;CVaR 95% 1Y;Max drawdown 20Y;Max drawdown 10Y;Max drawdown 5Y;Max drawdown 1Y;ROA;ROE;ROIC;Net margin;Gross margin;Dividend payout ratio;Dividend yield;FCF yield;Debt assets;Quick ratio;Current ratio;PE ratio;PB ratio;PS ratio;PCF ratio;ITR;S1_ITR;S2_ITR;S3_ITR;CBN_LCT_SCORE;IVA_COMPANY_RATING;E_SCORE;S_SCORE;G_SCORE;E_CONTROVERSY;S_CONTROVERSY;G_CONTROVERSY;SDG_01_NET_ALIGNMENT_SCORE;SDG_02_NET_ALIGNMENT_SCORE;SDG_03_NET_ALIGNMENT_SCORE;SDG_04_NET_ALIGNMENT_SCORE;SDG_05_NET_ALIGNMENT_SCORE;SDG_06_NET_ALIGNMENT_SCORE;SDG_07_NET_ALIGNMENT_SCORE;SDG_08_NET_ALIGNMENT_SCORE;SDG_09_NET_ALIGNMENT_SCORE;SDG_10_NET_ALIGNMENT_SCORE;SDG_11_NET_ALIGNMENT_SCORE;SDG_12_NET_ALIGNMENT_SCORE;SDG_13_NET_ALIGNMENT_SCORE;SDG_14_NET_ALIGNMENT_SCORE;SDG_15_NET_ALIGNMENT_SCORE;SDG_16_NET_ALIGNMENT_SCORE;SDG_17_NET_ALIGNMENT_SCORE;EST_EU_TAXONOMY_MAX_REV;EU_TAXONOMY_ELIGIBLE_MAX_REV;CWEAP_TIE;TOB_PRODUCER;REP_EU_TAXONOMY_CAPEX_ELIGIBLE;REP_EU_TAXONOMY_OPEX_ELIGIBLE;CT_TOTAL_MAX_REV;SCOPE_1;SCOPE_2;SCOPE_3;FOOTPRINT_SCOPE_1;FOOTPRINT_SCOPE_2;FOOTPRINT_SCOPE_3;INTENSITY_SCOPE_1;INTENSITY_SCOPE_2;INTENSITY_SCOPE_3;EV;SALES
6902 JP Equity;Denso Corp;JP3551500006;JAPAN;JPY;Consumer Discretionary;Auto Parts&Equipment;Japan;0.00039296;0.07415099;0.06526575;0.099188059;0.014347779;0.324959623;0.290040534;0.315434773;0.348614709;0.228185241;0.225022858;0.314448715;0.041156551;-0.051205508;-0.046964771;-0.04797158;-0.049345129;-0.030406676;-0.028016809;-0.029051455;-0.029383332;-0.044842006;-0.040451688;-0.043147628;-0.047110397;-0.677095669;-0.49248722;-0.390202079;-0.344279501;4.044634845;6.605186267;5.97627097;4.710116834;19.0652746;54.13008157;2.91696;4.8469;8.665934871;1.363045036;1.969478951;18.557;1.23019;0.870663;7.24801;10;1.9;2.1;10;4.72;BB;7.1;3.8;3;10;6;10;1;0;0.5;0;0.5;1.5;1.5;1.5;1.5;2;0.5;3.5;2;0;-0.5;1.5;2;12.08;100;;0;;;12.08;638790.23;1260214.62;111642198.7;73.64943242;145.2966672;12871.80703;14.63370512;28.86958546;2557.551663;36780.85947;43651.98183
ABX CN Equity;Barrick Gold Corp;CA0679011084;CANADA;CAD;Materials;Mining;North America;0.00039281;0.002699158;0.066733393;8.73E-05;-0.067628172;0.407453009;0.381217104;0.351950173;0.318252419;0.006624466;0.175053512;0.000248128;-0.212498531;-0.069271809;-0.063107882;-0.054470584;-0.052931721;-0.037176861;-0.035889601;-0.033722831;-0.033397836;-0.057598458;-0.053703282;-0.047473171;-0.046123753;-0.864147405;-0.591989145;-0.455546708;-0.248501926;3.527057622;6.997423178;5.819914397;13.24026232;29.42581516;43.30508475;2.0326;1.4207;9.978037758;2.061076263;2.650049521;21.3052;1.46058;2.81677;8.00068;1.4;5.8;2.8;1.3;5.42;BBB;2.5;4.6;6.3;2;0;10;-10;-0.5;0;0.5;2;1;2;-10;-1;-10;-10;1;1.5;-0.5;-3.5;-10;-10;0;0;;0;;;0;5683000;676000;6816927.91;597.6365851;71.0896237;716.8828993;505.8201476;60.16794295;606.7463455;40324.918;11235.21874
IMB LN Equity;Imperial Brands PLC;GB0004544929;BRITAIN;GBp;Consumer Staples;Agriculture;Europe;0.00039258;0.085337329;0.054434955;0.153089158;0.537869591;0.235532111;0.237588037;0.239694452;0.167315427;0.362317176;0.229114883;0.638684614;3.214704111;-0.040939637;-0.040543741;-0.041718691;-0.024839852;-0.022277014;-0.022376523;-0.022130444;-0.013334472;-0.033954764;-0.035002519;-0.03618103;-0.021352136;-0.639976943;-0.639976943;-0.403635944;-0.11418659;9.117713767;45.59015964;19.05977607;14.1350211;34.76144109;51.02264791;7.06029;6.46871;32.64213326;0.359099634;0.715058454;7.22671;3.37775;1.02107;6.52905;1.3;1.3;1.3;1.3;6.45;BBB;6;0.8;7.5;10;2;10;0.5;0;-10;-0.5;2.5;0;1;1;1;1;0;0.5;2;-0.5;0;1;0;0;0;;1;;;0;81089;18896;5903665.39;10.3163412;2.403995403;751.0787712;3.629713454;0.845824531;264.2604261;33332.6053;22340.331
DOL CN Equity;Dollarama Inc;CA25675T1075;CANADA;CAD;Consumer Discretionary;Retail;North America;0.0003915;0.215268461;0.208338457;0.248477935;0.431433997;0.249953201;0.261693906;0.250160159;0.230992084;0.861235066;0.79611505;0.99327541;1.867743645;-0.035680854;-0.04202427;-0.041530887;-0.02925373;-0.021730455;-0.022608046;-0.02249242;-0.019273482;-0.033051756;-0.0357934;-0.033959787;-0.028837183;-0.454615486;-0.454615486;-0.301194201;-0.087806669;18.18019749;138.869086;22.51715041;17.64995738;38.91161391;8.825774927;0.244812;2.96073;72.26692124;0.395160852;1.426551011;36.0513;31.5348;6.48157;27.5124;2.1;1.5;8.7;2.1;6.35;AA;2.9;5.6;6.3;10;6;10;1;0;0;0.5;2;0;1;2;0.5;1;0;0;0.5;-0.5;0;2;0;0;0;;0;;;0;24955;27282;818191.55;3.551910324;3.883118312;116.4553402;6.022239897;6.583800796;197.4492405;29793.98495;4143.807027
ON US Equity;ON Semiconductor Corp;US6821891057;UNITED STATES;USD;Information Technology;Semiconductors;North America;0.00038941;0.153220653;0.215048196;0.22304081;-0.190450679;0.481776594;0.479584165;0.554919117;0.452800662;0.31803258;0.44840554;0.401933909;-0.420606009;-0.075120012;-0.074227274;-0.082734987;-0.062416093;-0.045091583;-0.04364901;-0.047306647;-0.045149991;-0.065611232;-0.064882357;-0.074830394;-0.057549171;-0.776243402;-0.66401904;-0.66401904;-0.252278789;12.90649846;21.85158448;16.19676729;22.79925081;44.63363414;;0;3.12136;26.18575656;2.020999718;3.074650005;18.4609;3.68866;4.35275;16.5716;2.9;10;10;2.5;5.78;A;5.1;5.4;7;10;10;10;1;0;0;0.5;2.5;2.5;1.5;2.5;1.5;2.5;0.5;1;0.5;0;0;1.5;3;0.79;100;;0;;;0.79;828620;727464;3869337.87;110.2150734;96.76027392;514.6621581;116.2761065;102.0813902;542.9648598;31882.13743;7126.31361
CAP FP Equity;Capgemini SE;FR0000125338;FRANCE;EUR;Information Technology;Computers;Europe;0.00038754;0.115648123;0.11532943;0.089781465;-0.146456136;0.315746125;0.282985563;0.307409853;0.235866064;0.366269336;0.407545278;0.292057864;-0.620929239;-0.053470595;-0.044888232;-0.045344025;-0.043224359;-0.030355662;-0.027030546;-0.028877316;-0.024850341;-0.044507474;-0.040305542;-0.042769697;-0.036974185;-0.620619161;-0.517681646;-0.517681646;-0.325416864;6.701051379;16.15804075;10.51092165;7.496857605;25.04040223;35.08518476;1.80132;5.73453;26.55376322;1.214835729;1.214835729;18.8159;2.93352;1.48077;12.0334;1.3;1.3;1.3;1.3;6.63;A;6.6;3.6;7.4;10;10;10;1.5;0;0;0.5;2.5;1.5;2;2.5;2;2.5;0;2;2;0;0;2;3;2.42;100;;0;59;;2.42;8863;78944;3190495.35;1.026703109;9.144990433;369.591729;0.398623729;3.550598183;143.4962377;36607.4;22234
KHC US Equity;Kraft Heinz Co/The;US5007541064;UNITED STATES;USD;Consumer Staples;Food;North America;0.00038698;-0.024876251;-0.049068354;0.039195628;-0.082875818;0.276608348;0.276608348;0.273909793;0.196387613;-0.089933118;-0.177392889;0.143096849;-0.42200125;-0.043807246;-0.043807246;-0.045717278;-0.033119678;-0.02430424;-0.02430424;-0.02459593;-0.020922784;-0.040012003;-0.040012003;-0.040082201;-0.030427962;-0.781758899;-0.781758899;-0.365385262;-0.189930736;1.537408401;2.807261997;2.010905862;-4.543318189;34.29421902;143.6781609;4.52361;2.79922;22.68477745;0.560300207;1.061335404;31.7619;0.884836;1.63788;10.3077;2.3;1.4;3.6;2.4;5.48;AA;4.7;4.6;7.7;10;2;10;3;4;0;-0.5;1.5;1;1;1;0.5;2;0;1;1.5;-0.5;0;0.5;2;0;0;;0;;;0;592479.58;676001.04;26717695.3;42.12767726;48.06638845;1899.735422;23.47479515;26.78402171;1058.589098;59640.17163;25238.967
EQR US Equity;Equity Residential;US29476L1070;UNITED STATES;USD;Real Estate;REITS;North America;0.0003856;0.081125658;0.050936508;0.018545854;0.277577335;0.343372727;0.250324148;0.295877451;0.187918133;0.236261216;0.203482197;0.062680862;1.477118417;-0.059865207;-0.043569973;-0.051369303;-0.026494495;-0.027701984;-0.023148122;-0.026356883;-0.017055474;-0.048948886;-0.035891113;-0.041614554;-0.024874784;-0.686824484;-0.497910542;-0.497910542;-0.093268562;4.52497924;8.472483829;4.838023242;31.74308156;9.311576996;112.5183169;3.60932;0.730253;41.44049593;;;31.1744;2.60655;9.95495;18.7647;3.4;10;3.9;3.2;6.17;BBB;5.9;3.8;5.9;10;4;10;1;0;0;0.5;2.5;1;2;2.5;1.5;0;2.5;4;1.5;0;0;0.5;-1;15.89;100;;0;;;15.89;62911;46120;953353.54;7.206376405;5.282988346;109.2054562;22.26920091;16.32553204;337.4675577;37020.53225;2825.022786
ASM NA Equity;ASM International NV;NL0000334118;NETHERLANDS;EUR;Information Technology;Semiconductors;Europe;0.00038447;0.230575654;0.337136569;0.411693243;0.191937176;0.390450376;0.391616767;0.464495137;0.418625997;0.590537667;0.860883897;0.886324118;0.458493208;-0.063917536;-0.067317001;-0.075849931;-0.084163915;-0.037359308;-0.038013945;-0.046034034;-0.040134931;-0.055455104;-0.056599236;-0.066918773;-0.067591818;-0.766603416;-0.539160698;-0.539160698;-0.337071062;12.42009009;16.66731209;16.56148916;16.425055;49.37406161;18.02924015;0.585169;1.90579;0.427019195;1.599389042;2.170137739;52.6194;8.43675;10.5442;35.8038;1.4;1.3;1.3;1.4;5.22;AA;2.6;8.1;7;10;10;10;1;0;0;0.5;2;1.5;2;2.5;1.5;2.5;0;1.5;2;0;0;1.5;3;0;100;;0;38.6;95;0;2500;32300;3325437.78;0.374103322;4.833414922;497.6229284;0.906911025;11.71729044;1206.350474;28338.8;2756.61
FTV US Equity;Fortive Corp;US34959J1088;UNITED STATES;USD;Industrials;Electronics;North America;0.00037776;0.042651015;0.08699733;0.051140177;0.087486216;0.262836056;0.262836056;0.287787313;0.215826222;0.162272315;0.330994658;0.17770129;0.405354897;-0.043667112;-0.043667112;-0.049205996;-0.037950477;-0.024544328;-0.024544328;-0.025676077;-0.017084653;-0.038136247;-0.038136247;-0.042803271;-0.031374844;-0.507765696;-0.507765696;-0.460986312;-0.229997321;5.370493387;8.620296907;6.780371765;14.44024501;60.03518832;12.75103602;0.40404;4.45091;22.11520832;0.957873191;1.226294745;31.5588;2.60301;4.50383;18.963;2.5;1.4;1.6;2.5;6.08;AA;4.5;7.4;7.1;10;10;10;1;0;0;0.5;2.5;1.5;2;2.5;1.5;2.5;0.5;1;1.5;0;0;1.5;3;0.51;100;;0;;;0.51;13258;37911;600000;1.880244739;5.376524236;85.09178184;2.215595719;6.335454013;100.2683234;29901.75266;5983.94368
BR US Equity;Broadridge Financial Solutions;US11133T1034;UNITED STATES;USD;Industrials;Software;North America;0.00037718;0.154574588;0.201419603;0.156700868;0.17944014;0.262464673;0.236574649;0.254849727;0.178071757;0.588934831;0.851399778;0.614875558;1.007684445;-0.045496205;-0.041310043;-0.044686264;-0.025479674;-0.023932056;-0.02103207;-0.022558482;-0.014319212;-0.03778893;-0.034051599;-0.036405079;-0.023696137;-0.521940809;-0.342860109;-0.340543855;-0.077650821;8.540367845;31.81218309;11.4919456;5.608264811;24.45006677;56.76115322;1.52537;2.1898;47.43361066;1.388523241;1.388523241;37.2114;11.3928;3.90771;25.5818;1.8;1.3;2.3;1.9;6.51;AAA;10;6.7;8;10;6;10;1;0;0;0.5;2.5;0;2;2.5;1.5;2.5;0;2.5;2;0;0;1.5;2;5.25;100;;0;;;5.25;12468;38129;1161996.38;1.893804673;5.791536603;176.4993723;1.986269338;6.074307314;185.1169218;27918.66337;6277.09433
MTD US Equity;Mettler-Toledo International I;US5926881054;UNITED STATES;USD;Health Care;Electronics;North America;0.00037571;0.184281635;0.164738563;0.105525336;0.073537586;0.277782294;0.279958047;0.317965248;0.31642966;0.663403099;0.588440177;0.331876949;0.232397891;-0.046976384;-0.046425887;-0.053477399;-0.051420984;-0.026156874;-0.028531772;-0.031540404;-0.029593348;-0.0394733;-0.040417939;-0.045092622;-0.042872239;-0.562432839;-0.396903665;-0.396903665;-0.222216042;24.07889891;;44.68803262;21.14795868;57.55047677;0;0;2.78941;62.5780914;0.694043215;1.011193551;40.438;;8.46763;32.3862;1.8;1.6;1.6;1.8;6.08;AA;10;5.8;6.9;10;10;10;0.5;0;0;0;2;0;2;1;1.5;1;0;1;2;0;0;1.5;0;0;45.39;;0;;;0;27715;35237;1423921.68;3.593263088;4.568494008;184.6121311;7.626720597;9.69665357;391.84026;32708.36829;3633.934093
EOAN GY Equity;E.ON SE;DE000ENAG999;GERMANY;EUR;Utilities;Electric;Europe;0.00037553;0.010107608;0.021355478;0.073585571;-0.017140111;0.276758564;0.255313203;0.227752128;0.178616128;0.036521391;0.083644238;0.323094988;-0.0959606;-0.049151299;-0.044327065;-0.040222568;-0.028616076;-0.026059574;-0.025785083;-0.022957208;-0.01727533;-0.040657801;-0.038559449;-0.034683492;-0.024923545;-0.80385845;-0.513273923;-0.379508844;-0.188321168;1.620415248;11.32789107;3.711314656;0.572826541;11.52216719;267.4066599;4.36214;-9.89013;35.34715379;0.821335193;0.86968799;19.4226;2.18936;0.432114;7.60813;1.3;1.3;5.1;1.4;5.59;AA;7.7;6.8;6.1;10;4;10;0.5;0;0;0.5;2.5;1.5;1;2.5;4;2.5;3;1.5;1;0;0;1;2;20.17;28.97;;0;73;69;20.17;2010000;3460000;74009029.37;116.6094308;200.730662;4293.607358;24.89873277;42.86050516;916.7816142;73096.3;80727
TCL AU Equity;Transurban Group;AU000000TCL6;AUSTRALIA;AUD;Industrials;Commercial Services;Asia-Pacific;0.00037474;0.074461949;0.061550998;-0.008595282;-0.036019288;0.263565311;0.229379569;0.258065132;0.161799666;0.282518017;0.26833688;-0.033306638;-0.22261658;-0.042164367;-0.0354123;-0.038137023;-0.026154718;-0.023429486;-0.020868742;-0.022317234;-0.016513433;-0.037172127;-0.032107288;-0.036720418;-0.021478739;-0.604448483;-0.468517964;-0.468517964;-0.11433384;0.863004633;2.761190869;1.078256268;7.914542365;31.05122603;587.1212121;5;0.788438;52.73856727;0.759459459;0.759459459;117.536;3.47321;9.29925;17.8239;1.7;1.3;10;1.7;6.17;AAA;6.7;9.6;8.6;10;10;10;1.5;0;0;0.5;2.5;0;0;3;-0.5;2.5;0;0.5;0;0;-0.5;1.5;5;0;27.47;;0;;;0;5839;184551;801721.46;0.728681764;23.03116086;100.0513457;2.371720063;74.96203278;325.6480342;33980.79902;2461.9263
DOV US Equity;Dover Corp;US2600031080;UNITED STATES;USD;Industrials;Machinery-Diversified;North America;0.0003736;0.131845275;0.155702823;0.128557005;0.303616366;0.275987541;0.266627431;0.28713641;0.207950605;0.477721838;0.58397151;0.447721014;1.460040788;-0.0474123;-0.043672286;-0.047975991;-0.028298691;-0.025876231;-0.024181469;-0.024142258;-0.018975952;-0.040000616;-0.037867965;-0.042005833;-0.024910054;-0.547531562;-0.4496277;-0.4496277;-0.102242409;13.42910143;28.92932234;18.48201057;18.21683473;37.83625239;18.3001038;1.06655;2.66693;28.43215782;1.060501767;1.56915897;17.1582;4.61657;3.16963;22.7447;1.5;1.6;8.7;1.5;5.64;AA;4.4;5;7.1;10;10;10;1;0;0;0.5;2;1.5;1;2;1;1.5;0.5;1.5;1;0;0;1.5;1;4.26;100;;0;;;4.26;54787;115146;6822134.04;8.152846079;17.13486073;1015.200846;6.783612881;14.25713926;844.7025088;28497.14088;8076.374782
CHD US Equity;Church & Dwight Co Inc;US1713401024;UNITED STATES;USD;Consumer Staples;Household Products/Wares;North America;0.00037311;0.157241326;0.128036215;0.106565727;0.184123709;0.213135429;0.222588875;0.237372023;0.173410632;0.737753114;0.575213901;0.448939708;1.061778662;-0.034747345;-0.039444913;-0.047574743;-0.025078403;-0.019541325;-0.020590454;-0.021159677;-0.01998353;-0.030296652;-0.032560815;-0.034726648;-0.023065933;-0.270257276;-0.270257276;-0.270257276;-0.117596103;6.331037977;13.33786177;8.351688414;-4.97153449;43.18813716;50.47612631;1.0731;2.33539;27.84265307;1.089523504;1.617760308;47.0377;6.11617;4.23164;23.2986;1.8;1.3;1.4;1.9;6.04;AA;6.5;3.9;5.4;10;6;10;3;0;3.5;0.5;2.5;5;2;1.5;2;2.5;0;0.5;2;-0.5;0;2;2;0;5.47;;0;;;0;89940;58552;2283448.69;14.47718731;9.424819562;367.5551968;15.38306476;10.01455646;390.554137;26345.21227;5846.68929
SE US Equity;Sea Ltd;US81141R1005;SINGAPORE;USD;Communication Services;Internet;Asia-Pacific;0.00037155;0.108275436;0.227930155;0.227796918;1.716784425;0.635396696;0.635396696;0.652616999;0.377559593;0.170406042;0.358721026;0.349051462;4.5470555;-0.100458686;-0.100458686;-0.101571661;-0.042258439;-0.056546837;-0.056546837;-0.059515397;-0.031706955;-0.084739481;-0.084739481;-0.089898157;-0.038887317;-0.898574681;-0.898574681;-0.898574681;-0.229401658;0.492375731;1.359562877;0.872569267;3.438169803;42.99817039;0;0;7.64909;20.30098623;1.601085843;1.622016412;562.866;6.84008;3.48558;21.3145;3.1;1.3;3.5;3.3;6.08;B;7.7;4.2;3.2;10;5;10;0.5;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0.5;1;0;0;;0;;;0;70782;193739;4863377.05;6.335412906;17.34080078;435.3013722;4.717123774;12.9113453;324.1099645;47378.45749;15005.33024
WPM CN Equity;Wheaton Precious Metals Corp;CA9628791027;CANADA;CAD;Materials;Mining;North America;0.00037136;0.175318274;0.133666561;0.161625423;0.221287549;0.458574307;0.359002653;0.344658194;0.290088546;0.382311594;0.372327503;0.468944091;0.762827598;-0.078310536;-0.05910608;-0.056716734;-0.05138249;-0.043075826;-0.034565375;-0.03240725;-0.028161559;-0.066023381;-0.051362642;-0.04779854;-0.043688077;-0.843914544;-0.539162768;-0.37951403;-0.192111786;8.59353075;8.697961121;8.691185883;50.1649619;63.92670955;45.8414174;1.01489;-1.13791;0.076648926;25.7080255;25.7080255;45.1687;3.82067;22.6483;29.0363;1.3;1.3;1.3;1.3;6.05;AAA;3.6;6.3;7.2;10;10;10;1;0;0;0;2;0;1;1;0.5;2;0;0.5;1.5;0;0;2;5;0;0;;0;;;0;0;38.59;499365.11;0;0.006659421;86.17471963;0;0.034684867;448.83163;24573.74395;1112.588946
SYF US Equity;Synchrony Financial;US87165B1035;UNITED STATES;USD;Financials;Diversified Finan Serv;North America;0.0003661;0.072785968;0.110804374;0.157974354;0.812843857;0.375958656;0.381093827;0.456860078;0.357464707;0.193600991;0.290753527;0.345782793;2.273913597;-0.063059471;-0.064003383;-0.069805258;-0.043787981;-0.03255927;-0.033233906;-0.040507903;-0.024138035;-0.054506042;-0.055341678;-0.06529244;-0.040384871;-0.65255413;-0.65255413;-0.634772406;-0.159384807;2.726473933;21.27945675;10.47406304;15.81162325;78.93787575;13.05108193;2.00481;47.2559;13.11090423;;;6.50988;1.31553;0.960909;2.01564;1.4;1.3;1.3;1.4;6.6;AA;9.7;4.5;7.2;10;6;10;1;0;0;0;2;0.5;1.5;2;2;1.5;0;1;1;0;0;0.5;0;0;0;;0;;;0;126;17606;2419381.58;0.029586267;4.134093785;568.0989636;0.006337979;0.885606831;121.6983331;18059.81866;19880.1538
CVNA US Equity;Carvana Co;US1468691027;UNITED STATES;USD;Consumer Discretionary;Retail;North America;0.00036585;0.139447605;0.297878742;0.185951246;2.942611175;1.030433769;1.030433769;1.161133231;0.789125963;0.135329033;0.28908092;0.160146347;3.72894989;-0.148217123;-0.148217123;-0.167702228;-0.080331061;-0.083625861;-0.083625861;-0.100429923;-0.056416437;-0.129835782;-0.129835782;-0.146087354;-0.072796874;-0.988927271;-0.988927271;-0.988927271;-0.227109331;0.236225943;3.578947368;0.270592917;2.325581395;20.98495212;0;0;2.29645;84.78555917;2.122519413;3.248490078;20727.4;36.0314;1.85285;37.5659;4;1.3;2.7;4.5;6;BBB;2.3;5.3;5.6;10;4;10;0;0;0;0;0.5;0;0;0.5;-0.5;-0.5;0;1.5;0;0;0;0.5;0;0;100;;0;;;8.21;56625;79392;4956932.76;8.948950997;12.54702194;783.3880506;4.671241527;6.549389975;408.9188549;26832.99177;12122.045
6301 JP Equity;Komatsu Ltd;JP3304200003;JAPAN;JPY;Industrials;Machinery-Constr&Mining;Japan;0.00036569;0.10881737;0.070513431;0.08146245;0.16222801;0.347497408;0.299568286;0.301013119;0.333073297;0.313145847;0.235383497;0.270627574;0.487063992;-0.056161517;-0.047352337;-0.04715961;-0.045150101;-0.033002935;-0.02915458;-0.029078886;-0.029225726;-0.04859644;-0.041513018;-0.042456658;-0.043932985;-0.72562689;-0.589647394;-0.413505176;-0.257422104;7.104654227;13.42681246;10.97939146;9.124117636;31.15552122;42.96702257;4.48815;2.53368;23.82911502;1.101131645;1.991571803;9.57344;1.24679;0.91589;7.89979;1.5;1.4;3.2;1.5;5.45;AA;6;5.6;5.8;10;5;10;1;0;0;0.5;1;2.5;2;2.5;3;2.5;1.5;4.5;1.5;0;-0.5;2;3;17.43;97.91;;0;;;17.43;127981;409132;30498794.83;18.5810423;59.40021564;4427.996318;5.192996829;16.60106718;1237.528577;29208.44521;24644.92165
TEVA IT Equity;Teva Pharmaceutical Industries;IL0006290147;ISRAEL;ILs;Health Care;Pharmaceuticals;Middle East;0.00036559;0.007633;-0.068244785;0.190122511;1.199768451;0.358261684;0.440348841;0.453052873;0.375602621;0.021305654;-0.154978913;0.419647512;3.19424941;-0.064190725;-0.076383849;-0.076160756;-0.042970242;-0.032027001;-0.041761934;-0.040686487;-0.024596031;-0.053543095;-0.065446853;-0.061473455;-0.037532138;-0.910294259;-0.910294259;-0.496459437;-0.098885366;-2.227621309;-14.36368479;-3.847866484;-10.06680488;49.71204792;;0;13.5418;46.15881987;0.605566427;0.892512865;;3.33213;1.19622;6.25886;1.5;1.3;1.8;1.5;6.33;BBB;4.4;4;3.4;10;1;3;1;0;0;0.5;3;1.5;1;2.5;-2;1.5;0;1.5;1;0;0;-1;-2;0;0;;0;;;0;242056;349378;3557024.55;28.49161086;41.12412837;418.6855905;14.51508933;20.95074231;213.2999352;36027.312;16676.1633
LR FP Equity;Legrand SA;FR0010307819;FRANCE;EUR;Industrials;Electrical Compo&Equip;Europe;0.00036459;0.102179742;0.099082753;0.073108152;0.034224963;0.27229796;0.230871088;0.258136785;0.217392574;0.375249752;0.42916917;0.283214777;0.157433908;-0.047591395;-0.040404175;-0.041985626;-0.03392182;-0.02588586;-0.022198546;-0.024060477;-0.023303511;-0.039522722;-0.033390942;-0.037026608;-0.031078747;-0.585478085;-0.36344853;-0.36344853;-0.123907938;6.838020704;15.32752501;9.329732384;12.53207973;52.07348955;48.20888981;2.22104;2.18774;33.18516762;1.389685401;1.947116172;25.8956;3.96311;3.26542;20.0081;2;1.6;2;2;6.09;AA;6.5;4.1;7.5;10;10;10;1;0;0;0.5;2.5;2;3.5;2.5;3.5;2.5;2.5;4.5;3.5;0;0;2;3;10.16;100;;0;12.6;9.1;10.16;49348;77011;12858662;6.874404663;10.72798852;1791.271095;5.918019811;9.235483175;1542.064855;30441.6;8338.6
6762 JP Equity;TDK Corp;JP3538800008;JAPAN;JPY;Information Technology;Electronics;Japan;0.00036343;0.078869109;0.15923297;0.148676858;0.473453808;0.369945518;0.354206779;0.360298367;0.435115881;0.213191146;0.44954806;0.41264927;1.088109694;-0.061656562;-0.058886158;-0.055723208;-0.071790894;-0.034934587;-0.034162962;-0.033457442;-0.034885818;-0.052404983;-0.049277171;-0.049255833;-0.06123246;-0.685433307;-0.445711215;-0.445711215;-0.235593664;5.085082768;10.5151159;8.170630402;8.074933589;32.73709812;27.56084379;1.40428;5.96703;19.55258423;1.248738952;1.60454604;19.6263;2.01059;1.62333;7.72635;2.3;1.8;10;2.1;6.17;A;6.1;4.8;5.8;10;2;10;0.5;0;0;0;1;2.5;1.5;1.5;1;1;0;3;1;0;0;1;0;0;100;;0;;;7.81;146350;1747119;8704591.9;29.16196217;348.1340498;1734.492516;11.16587713;133.2976842;664.1230175;21281.83133;13106.89687
8053 JP Equity;Sumitomo Corp;JP3404600003;JAPAN;JPY;Industrials;Distribution/Wholesale;Japan;0.00036089;0.097397957;0.14139259;0.151101248;0.095202813;0.304323288;0.255349283;0.267863791;0.317305698;0.320047662;0.553722292;0.564097324;0.300034994;-0.051034215;-0.038538179;-0.037834438;-0.041391005;-0.028692728;-0.024139536;-0.023983028;-0.02585613;-0.04354609;-0.035347197;-0.036568398;-0.044998289;-0.647682124;-0.350492316;-0.329435091;-0.329435091;3.301849962;8.156827358;4.862752727;5.016691724;19.57253603;43.59634639;3.99186;5.25268;34.21491319;1.239339819;1.765968772;10.9213;0.886227;0.545834;8.32628;2.6;1.4;3.2;3.3;5.86;A;5.3;3.9;6.7;10;4;10;2;1.5;-0.5;0;1.5;2;-1.5;0;0;2.5;0.5;-1;-1.5;0.5;0;0;3;1.72;11.38;;0;;;1.72;4485000;612882.52;25070;435.174652;59.4673216;2.432514722;103.0510295;14.08209022;0.576028831;43705.07492;43522.12707
CCL US Equity;Carnival Corp;PA1436583006;UNITED STATES;USD;Consumer Discretionary;Leisure Time;North America;0.00035921;-0.013497333;-0.031995027;-0.115001909;0.419273699;0.451862603;0.5430725;0.720957821;0.417046779;-0.029870435;-0.058914836;-0.159512673;1.005339736;-0.076803314;-0.094405355;-0.119185408;-0.059722133;-0.039528123;-0.04545594;-0.059028107;-0.040194759;-0.065813169;-0.07965904;-0.103226698;-0.054182408;-0.881777721;-0.881777721;-0.85831183;-0.271143874;3.903154507;23.75255687;5.252120996;7.657567643;27.27708725;0;0;5.30249;58.86213996;0.247137815;0.290780752;18.2805;3.59555;1.42187;3.8907;10;10;2.8;5.1;5.37;BB;3.3;3.5;5.1;2;3;4;0;-0.5;-0.5;0;2.5;1;-0.5;1.5;-1;1.5;0;-0.5;-0.5;-1;-1;0.5;1;0;98.77;;0;;;0;9610000;38000;7562306;667.1362168;2.637999609;524.983165;397.6367895;1.572341103;312.908541;61086.02734;24167.7839
